年	月	日	時	分	縣市	allLocation	GoogleLat	GoogleLng	死	受傷	2-30	天候	光線	道路類別	速限	道路型態	事故位置	路面鋪裝	路面狀態	路面缺陷	障礙物	視距	號誌種類	號誌動作	分向設施	快車道或一般車道間	快慢車道間	路面邊線	事故類型及型態	事故類別
2012	7	16	15	50	新竹市	新竹市2延平路一段216巷4弄	24.802692	120.961995	0	2	0	8	1	5	40	4	2	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	7	15	20	37	新竹市	新竹市1慈雲路埔頂一路路口好市多賣場前	24.7874802	121.0095148	0	0	0	8	3	5	50	4	9	1	5	4	5	7	1	1	9	4	5	1	12	3
2012	7	19	7	53	新竹市	新竹市1慈雲路埔頂路路口	24.7874802	121.0095148				8			50															3
2012	7	25	6	59	新竹市	新竹市1公道五路三段565巷	24.81462735	120.9857367				8			50															3
2012	7	19	8	55	新竹市	新竹市1經國路一段209號	24.81498765	120.9858251				8			50															3
2012	7	21	9	17	新竹市	新竹市1光復路二段393巷	24.79834225	120.9906022				8			50															3
2012	7	30	19	1	新竹市	新竹市3景觀大道往市區方向	31.3512963	120.9811634				8			70															3
2012	7	31	12	56	新竹市	新竹市1中華路一段101號	24.8159998	120.9939713				6			50															3
2012	7	21	10	6	新竹市	新竹市2成功路197號	24.812607	120.953413				8			50															3
2012	7	29	15	41	新竹市	新竹市1光復路二段金城一路路口	24.7932831	121.001211				8			50															3
2012	7	21	16	10	新竹市	新竹市2北大路德蘭幼稚園對面停車場	24.8094049	120.9673233				8			30															3
2012	7	22	11	49	新竹市	新竹市1公園路路旁停車格	24.80139	120.9770515				8			50															3
2012	7	25	9	33	新竹市	新竹市2中正路經國路路口	24.8119989	120.9644536	0	1	0	8	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	12	2
2012	7	10	19	18	新竹市	新竹市2東大路鐵道路路口	24.8198055	120.961431				8			50															3
2012	7	13	16	38	新竹市	新竹市1中華路二段2號	24.8093755	120.9829559				8			50															3
2012	7	26	17	55	新竹市	新竹市1學府路303號	24.7967791	120.983751	0	2	0	7	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	16	2
2012	7	15	23	25	新竹市	新竹市3香北路152號	24.7912471	120.926184	0	1	0	8	3	5	50	14	19	1	5	4	5	7	4	4	5	5	4	2	3	2
2012	7	25	17	56	新竹市	新竹市1埔頂一路慈濟路路口	24.7919685	121.0148844				8			50															3
2012	7	27	18	33	新竹市	新竹市2湳雅街176巷	24.8209951	120.974671				8			50															3
2012	7	27	19	7	新竹市	新竹市2經國路二段519號	24.8050531	120.955957				8			50															3
2012	8	1	7	55	新竹市	新竹市2東大路三段空軍基地旁彎道	24.8256414	120.9566902	0	1	0	8	1	5	50	3	1	1	5	4	1	7	4	4	10	5	5	2	16	2
2012	8	1	7	58	新竹市	新竹市1中華路一段384巷	24.8128035	120.9853889	0	2	0	7	1	5	50	4	1	1	4	4	5	7	1	1	10	5	5	2	16	2
2012	8	1	7	54	新竹市	新竹市1頭前溪橋南下車道	24.8193477	120.9955776				8			50															3
2012	8	1	11	55	新竹市	新竹市1北大路39巷	24.812734	120.9728605				8			50															3
2012	8	1	12	45	新竹市	新竹市1南大路260號	24.7995931	120.972419	0	2	0	6	1	5	50	14	9	1	4	4	5	7	4	4	5	5	5	2	17	2
2012	8	1	17	34	新竹市	新竹市3竹香北路	24.8009515	120.9407204				8			50															3
2012	8	1	20	9	新竹市	新竹市1光復路二段(麥當勞前)	24.7932831	121.001211				6			50															3
2012	8	1	23	55	新竹市	新竹市3元培街(香山國中前)			0	1	0	1	3	5	50	3	1	1	4	4	4	7	4	4	5	5	5	2	29	2
2012	8	2	11	52	新竹市	新竹市1公道五路二段12476號路燈前						6			50															3
2012	8	1	7	18	新竹市	新竹市2延平路一段138巷						6			50															3
2012	8	1	8	50	新竹市	新竹市2武陵路46號						8			0															3
2012	8	2	13	41	新竹市	新竹市2林森路136號			0	0	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	1	13	3
2012	8	1	15	15	新竹市	新竹市1光復路二段水源街路口						6			0															3
2012	8	2	12	10	新竹市	新竹市2西濱路延平路路口						6			50															3
2012	8	2	15	38	新竹市	新竹市1中央路民主路路口						6			50															3
2012	8	2	14	32	新竹市	新竹市1中華路一段2巷						6			50															3
2012	8	2	18	36	新竹市	新竹市2西大路地下道						8			50															3
2012	8	2	5	0	新竹市	新竹市1光復路一段285巷						6			50															3
2012	8	2	23	10	新竹市	新竹市2中山路育英路口			0	1	0	8	3	5	50	3	2	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	8	2	19	10	新竹市	新竹市1南大路337號						6			50															3
2012	8	2	22	40	新竹市	新竹市3中華路六段51號						6			50															3
2012	8	2	20	52	新竹市	新竹市1光復路一段202號			0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	5	4	5	2	17	2
2012	8	3	9	30	新竹市	新竹市3浸水街406巷	24.7993073	120.925504	0	1	0	7	1	5	40	14	9	1	5	4	5	7	4	4	10	5	5	2	13	2
2012	8	3	13	10	新竹市	新竹市2光華二街81巷10弄28號	24.82077475	120.9762071				8			40															3
2012	8	2	22	34	新竹市	新竹市1林森路141號	24.799796	120.965718				6			50															3
2012	8	3	17	17	新竹市	新竹市1自由路95巷	24.8132554	120.979903	0	1	0	8	1	5	50	3	2	1	5	4	5	7	3	1	10	5	5	2	13	2
2012	8	3	17	35	新竹市	新竹市3浸水南街79號	24.797607	120.924242	0	2	0	8	1	5	40	14	9	1	5	4	5	7	4	4	10	5	5	2	11	2
2012	8	3	18	36	新竹市	新竹市1大學路29號	24.7895293	121.0040859				8			50															3
2012	8	2	10	0	新竹市	新竹市1新莊街185巷口	24.8645498	121.0077609	0	1	0	6	1	5	50	4	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	8	4	4	0	新竹市	新竹市1民生路211巷	24.811723	120.9758325	0	2	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	8	3	18	10	新竹市	新竹市1經國路一段303號						8			50															3
2012	8	4	7	30	新竹市	新竹市1中華路一段101號						8			50															3
2012	8	4	11	46	新竹市	新竹市1中華路二段593號						8			50															3
2012	8	4	7	0	新竹市	新竹市1西大路明湖路路口						8			50															3
2012	8	4	9	10	新竹市	新竹市2中正路180號						8			50															3
2012	8	4	10	0	新竹市	新竹市1公道五路三段台肥對面慢車道			0	1	0	8	1	5	40	14	8	1	5	4	5	7	4	4	1	5	1	2	12	2
2012	8	3	13	3	新竹市	新竹市1光復路二段建中路路口						8			50															3
2012	8	4	13	30	新竹市	新竹市2東大路二段632號						8			50															3
2012	8	4	11	40	新竹市	新竹市2竹光路246號對面車道			0	1	0	8	1	5	50	14	8	1	5	4	5	7	4	4	1	4	1	2	12	2
2012	8	4	9	50	新竹市	新竹市2中正路419巷						8			50															3
2012	8	3	15	11	新竹市	新竹市2武陵路匝道口						8			50															3
2012	8	4	14	0	新竹市	新竹市2竹光路183巷11號						8			50															3
2012	8	3	16	16	新竹市	新竹市2西門街勝利路路口						8			50															3
2012	8	4	10	2	新竹市	新竹市1中華路二段林森路路口火車站前			0	2	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	8	4	15	27	新竹市	新竹市3五福路二段792號						8			50															3
2012	8	4	17	0	新竹市	新竹市2中山路102-1號						8			50															3
2012	8	4	17	51	新竹市	新竹市2武陵路36號對面迴轉道						8			50															3
2012	8	3	12	46	新竹市	新竹市1建功一路2號	24.796688	120.998468				8			50															3
2012	8	3	16	5	新竹市	新竹市1公道五路130巷	24.79433965	121.0070411	0	1	0	8	1	5	50	3	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	8	4	20	35	新竹市	新竹市1東光路195號	24.8060175	120.9863218				8			50															3
2012	8	2	16	0	新竹市	新竹市1林森路146號	24.79987	120.965274				6			50															3
2012	8	4	23	12	新竹市	新竹市2新港二路643號停車格前	24.8471481	120.9254049	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	3	2
2012	8	4	16	0	新竹市	新竹市2東大路二段173巷1弄35號	24.81501335	120.9647508				8			50															3
2012	8	4	13	10	新竹市	新竹市1介壽路金山街路口	24.7786679	121.0190966				8			50															3
2012	8	4	17	50	新竹市	新竹市2北大路287號	24.8065721	120.963323				8			50															3
2012	8	5	12	25	新竹市	新竹市1自由路95巷38弄12號	24.813013	120.978886				8			50															3
2012	8	4	10	50	新竹市	新竹市2東大路四段新港二路	24.8465196	120.9258441	0	1	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	8	5	11	34	新竹市	新竹市2	24.81488335	120.9394568				8			90															3
2012	8	5	19	40	新竹市	新竹市1公道五路二段慈雲路路口加油站內	24.7960908	121.0131761				8																		3
2012	8	4	18	20	新竹市	新竹市2東大路三段公道五路路口	24.8310967	120.9554347	0	0	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	13	3
2012	8	5	19	10	新竹市	新竹市1中華路二段火車站前	24.8042903	120.9752282				8			50															3
2012	8	4	15	40	新竹市	新竹市1田美三街37號	24.81622355	120.9768306	0	1	0	8	1	5	50	3	2	1	5	4	5	7	4	4	9	5	5	1	16	2
2012	8	4	9	25	新竹市	新竹市3柴橋路139巷1月25日號	24.7626877	120.9640005				8			50															3
2012	8	4	10	15	新竹市	新竹市1光復路一段485巷1號	24.784027	121.013616				8			50															3
2012	8	1	14	50	新竹市	新竹市3景觀大道	24.7714132	120.952796				6			70															3
2012	8	2	17	10	新竹市	新竹市1科學園路174號			0	2	0	6	1	5	50	14	9	1	4	4	5	6	4	4	5	5	5	2	1	2
2012	8	1	19	52	新竹市	新竹市1埔頂路210巷						8			50															3
2012	8	6	8	47	新竹市	新竹市2東大路二段武陵路路口						8			50															3
2012	8	6	10	10	新竹市	新竹市2和福街集和街路口			0	1	0	8	1	5	40	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	8	2	7	46	新竹市	新竹市1光復路二段942號			0	0	0	8	1	5	40	14	9	4	4	4	5	7	4	4	10	5	5	2	29	3
2012	8	5	4	15	新竹市	新竹市3大湖路191巷口弄			0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	26	2
2012	8	6	17	0	新竹市	新竹市1青峰路			0	1	0	7	1	5	50	11	9	1	4	4	4	7	4	4	9	5	5	2	18	2
2012	8	6	19	43	新竹市	新竹市1東光路東勝路路口			0	1	0	6	3	5	50	4	1	1	4	4	5	7	1	1	10	5	5	2	16	2
2012	8	1	8	9	新竹市	新竹市3牛埔南路246巷6號						8			40															3
2012	8	1	12	25	新竹市	新竹市2中正路310號						6			50															3
2012	8	5	10	0	新竹市	新竹市1光復路一段71巷口			0	2	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	8	6	20	30	新竹市	新竹市1經國路一段公道五路路口						6			50															3
2012	8	4	16	58	新竹市	新竹市1東門街34巷	24.804433	120.973299	0	4	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	8	5	17	50	新竹市	新竹市1南大路600巷	24.79509185	120.9708905	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	14	2
2012	8	6	18	49	新竹市	新竹市1明湖路柴橋路	24.771598	120.9683462	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	17	2
2012	8	6	20	38	新竹市	新竹市3牛埔路413巷牛埔東路路口	24.7946903	120.9416714				8			50															3
2012	8	6	21	59	新竹市	新竹市2和平路219巷	24.81155155	120.954682	0	1	0	6	3	5	50	3	1	1	4	4	5	7	3	1	10	5	5	2	16	2
2012	8	7	7	17	新竹市	新竹市2東大路二段鐵道路路口	24.8198055	120.961431	0	4	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	8	7	8	11	新竹市	新竹市1光復路二段312號	24.795646	120.998564				8			50															3
2012	8	7	8	18	新竹市	新竹市1中華路一段民主路路口	30.545	114.308421				8			50															3
2012	8	7	8	10	新竹市	新竹市2四維路62巷	24.7963071	120.964456	0	3	0	8	1	5	50	3	2	1	5	4	5	7	4	4	10	5	5	2	11	2
2012	8	7	9	39	新竹市	新竹市1建中路1620號路燈前	24.80133765	120.9949741				8			50															3
2012	8	6	20	0	新竹市	新竹市1文昌街復興路路口	24.8032102	120.96871	0	1	0	8	3	5	50	4	18	1	5	4	5	7	4	4	10	5	5	2	3	2
2012	8	7	12	20	新竹市	新竹市1明湖路361號	24.7853837	120.9680408	0	1	0	8	1	5	50	11	9	1	5	4	5	7	4	4	5	5	5	2	13	2
2012	8	3	12	49	新竹市	新竹市1食品路47號	24.799843	120.981257	0	1	0	8	1	5	50	15	9	1	5	4	5	7	4	4	5	4	5	2	16	2
2012	8	3	14	25	新竹市	新竹市1公道五路273號						8			50															3
2012	8	3	15	40	新竹市	新竹市1南大路222號			0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	3	2
2012	8	3	16	40	新竹市	新竹市1南大路175號						8			50															3
2012	8	3	16	0	新竹市	新竹市1光復路一段366號			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	12	2
2012	8	6	18	0	新竹市	新竹市1青峰路段			0	1	0	8	2	5	50	11	9	1	3	4	1	7	4	4	5	5	5	2	18	2
2012	8	7	19	38	新竹市	新竹市1中央路281巷						8			50															3
2012	8	6	11	1	新竹市	新竹市1忠孝路建功一路路口			0	2	0	8	1	5	50	4	2	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	8	6	15	6	新竹市	新竹市1中華路一段257-1號						8			50															3
2012	8	8	6	50	新竹市	新竹市2湳雅街176巷9月2日號						8			50															3
2012	8	8	8	0	新竹市	新竹市1光復路二段2巷45號						8			50															3
2012	8	7	17	45	新竹市	新竹市2光華二街72巷34弄						8																		3
2012	8	7	18	3	新竹市	新竹市2成德一街成德路路口			0	1	0	8	1	5	50	3	1	1	5	4	5	7	2	1	10	5	5	2	19	2
2012	8	1	15	54	新竹市	新竹市3中華路五段海山陸橋						6			50															3
2012	8	1	21	54	新竹市	新竹市1中央路251號						6			50															3
2012	8	7	2	28	新竹市	新竹市1明湖路客雅大道路口						6			50															3
2012	8	8	8	57	新竹市	新竹市2北大路105號對面車道						8			50															3
2012	8	8	12	10	新竹市	新竹市3海埔路171巷183號			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	18	2
2012	8	8	23	54	新竹市	新竹市1公道五路一段交流道口						8			50															3
2012	8	8	11	16	新竹市	新竹市1北大路光華街路口						8			50															3
2012	8	9	12	16	新竹市	新竹市1民生路三民路路口			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	18	2
2012	8	9	13	31	新竹市	新竹市2中華路二段708巷與福德街口						8			50															3
2012	8	5	15	45	新竹市	新竹市3牛埔路牛埔東路路口			0	1	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	8	6	22	7	新竹市	新竹市1光復路二段光復中學前						6			50															3
2012	8	7	4	36	新竹市	新竹市2延平路一段477巷						8			50															3
2012	8	8	16	42	新竹市	新竹市2中華路三段67號			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	16	2
2012	8	7	17	59	新竹市	新竹市1高翠路6號						8			50															3
2012	8	8	9	0	新竹市	新竹市1埔頂路路燈30955號						8			50															3
2012	8	8	10	30	新竹市	新竹市3經國路三段92巷29號						8			50															3
2012	8	8	17	12	新竹市	新竹市1水源街52號			0	0	0	8	2	5	40	14	9	1	5	4	5	7	4	4	10	5	5	1	10	3
2012	8	9	15	12	新竹市	新竹市3牛埔南路556號						8			50															3
2012	8	9	17	30	新竹市	新竹市2延平路一段113巷82號						8			40															3
2012	8	9	21	17	新竹市	新竹市3柴橋路青苳幹23號電桿旁						8			50															3
2012	8	9	19	3	新竹市	新竹市1東山街學府路路口			0	1	0	8	3	5	50	3	2	1	5	4	5	7	1	1	10	5	5	1	16	2
2012	8	9	20	40	新竹市	新竹市1東美路公道五路路口						8			50															3
2012	8	9	22	10	新竹市	新竹市1建中路公道五路路口						8			50															3
2012	8	9	21	20	新竹市	新竹市1埔頂路100巷33號	24.7937091	121.009807				8			50															3
2012	8	9	19	23	新竹市	新竹市2光華二街77號	24.8193679	120.9756961				8			50															3
2012	8	8	16	12	新竹市	新竹市1中央路142號	24.8072541	120.971603				8			50															3
2012	8	5	11	10	新竹市	新竹市1建華街25號停車格旁	24.79393	120.97479	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	2	2
2012	8	8	14	55	新竹市	新竹市3中華路四段	24.7964808	120.9524293				8			50															3
2012	8	8	8	5	新竹市	新竹市1埔頂路100巷1號	24.7956041	121.005228				8			50															3
2012	8	10	14	55	新竹市	新竹市2經國路二段磐石路路口	24.8078863	120.9580757				8			50															3
2012	8	10	15	40	新竹市	新竹市3延平路二段199號	24.80567575	120.9374708	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	3	2
2012	8	10	15	21	新竹市	新竹市1中華路二段東大路路口	24.8042903	120.9752282				8			50															3
2012	8	10	21	47	新竹市	新竹市1中南街46號	24.8015397	120.966576				8			50															3
2012	8	10	23	28	新竹市	新竹市1西大路146號						8			50															3
2012	8	10	22	15	新竹市	新竹市1食品路396號						8			50															3
2012	8	8	9	35	新竹市	新竹市1東門街51號						8			50															3
2012	8	8	10	25	新竹市	新竹市1光復路一段424號						8																		3
2012	8	8	14	0	新竹市	新竹市1林森路武昌街路口						8			50															3
2012	8	8	16	30	新竹市	新竹市1八德路182號對面						8			50															3
2012	8	7	15	35	新竹市	新竹市1中正路東門圓環入處						8			50															3
2012	8	7	20	55	新竹市	新竹市1金山街路底(櫻花公園旁)						8			50															3
2012	8	11	9	20	新竹市	新竹市1勝利路南門街路口						8			50															3
2012	8	3	7	50	新竹市	新竹市1科學園路173巷																								3
2012	8	10	20	50	新竹市	新竹市2成功路476號						8			50															3
2012	8	5	17	36	新竹市	新竹市2天府路二段45巷			0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	2	16	2
2012	8	5	19	55	新竹市	新竹市1林森路信義街路口			0	1	0	8	4	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	8	6	14	29	新竹市	新竹市2經國路二段539號			0	1	0	8	1	8	50	14	9	1	5	4	5	7	1	1	7	2	5	2	13	2
2012	8	11	14	9	新竹市	新竹市3中華路四段牛埔南路路口南端			0	1	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	8	11	15	6	新竹市	新竹市3延平路二段234號			0	1	0	8	1	5	50	3	2	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	8	10	15	40	新竹市	新竹市1大同路82號			0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	8	2
2012	8	10	18	25	新竹市	新竹市1溪州路112號			0	2	0	8	1	5	50	11	9	1	5	4	5	7	4	4	10	5	5	2	11	2
2012	8	11	19	5	新竹市	新竹市1公道五路橋上往東進路						8			50															3
2012	8	11	20	20	新竹市	新竹市3牛埔東路192巷						8			30															3
2012	8	3	22	11	新竹市	新竹市2北門街47號						8			50															3
2012	8	11	21	48	新竹市	新竹市1三民路65號						8			50															3
2012	8	12	5	2	新竹市	新竹市2經國路二段中正路路口			0	2	0	8	2	5	50	4	2	1	5	4	5	7	1	1	10	5	5	2	13	2
2012	8	11	17	25	新竹市	新竹市1光復路二段324號						8			50															3
2012	8	11	16	53	新竹市	新竹市1公道五路三段565巷			0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	8	8	15	40	新竹市	新竹市1	24.8356092	120.9235789																						3
2012	8	12	9	25	新竹市	新竹市1民族路166號	24.808913	120.979072	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	17	2
2012	8	11	20	30	新竹市	新竹市1公道五路二段212巷	24.8019741	121.0001719				8			50															3
2012	8	12	13	55	新竹市	新竹市1西大路明志書院停車場5樓	24.80160565	120.9657943				8																		3
2012	8	11	14	40	新竹市	新竹市3中華路四段466號	24.79103715	120.9378794	0	1	0	8	1	5	50	14	9	1	5	4	5	7	1	1	1	4	4	1	12	2
2012	8	11	19	30	新竹市	新竹市3中華路四段460號	24.79103715	120.9378794																						3
2012	8	11	14	40	新竹市	新竹市2竹港大橋	24.8461108	120.9375003							50															3
2012	8	9	20	46	新竹市	新竹市2成功路476號	24.8078511	120.949703				8			50															3
2012	8	2	18	27	新竹市	新竹市1龍山東路171號	24.7886472	121.0129175				6			50															3
2012	8	10	14	41	新竹市	新竹市1光復路二段180號	24.793866	121.000892				8			50															3
2012	8	6	16	25	新竹市	新竹市1大學路204號	24.789654	120.999737	0	1	0	8	1	5	50	3	1	1	5	4	5	1	4	4	10	5	5	2	11	2
2012	8	6	17	5	新竹市	新竹市3中華路四段258號	24.7946839	120.9474522	0	2	0	8	2	5	50	14	9	1	5	4	1	7	4	4	1	4	4	1	17	2
2012	8	6	19	15	新竹市	新竹市3中華路內湖路路口	24.7461546	120.9063973				6			50															3
2012	8	7	12	54	新竹市	新竹市2北大路92巷20號	24.812205	120.969961	0	1	0	8	1	5	30	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	8	7	14	51	新竹市	新竹市2武陵路250巷迴轉道口	24.82221775	120.9701012				8			40															3
2012	8	10	9	25	新竹市	新竹市1經國路一段452之1號	24.8149891	120.979354				8			50															3
2012	8	10	17	0	新竹市	新竹市1西大路250號	24.798708	120.968419				8			50															3
2012	8	11	19	5	新竹市	新竹市1中華路一段1巷	24.8193477	120.9955776				8			50															3
2012	8	8	17	30	新竹市	新竹市1金山街介壽路路口	24.7786679	121.0190966				8			50															3
2012	8	8	13	28	新竹市	新竹市1公園路216巷29號	24.8046351	120.9802187				8			40															3
2012	8	12	16	30	新竹市	新竹市1埔頂一路慈雲路路口	24.7929205	121.0125589				6			50															3
2012	8	13	12	55	新竹市	新竹市3香北路67號	24.79107065	120.9279885				8			50															3
2012	8	13	13	40	新竹市	新竹市3牛埔東路牛埔南路路口	24.7922354	120.9323808	0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	9	4	4	2	16	2
2012	8	8	12	26	新竹市	新竹市1明湖路648巷	24.7815141	120.9735952	0	1	0	8	1	5	50	5	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	8	13	16	55	新竹市	新竹市1明湖路243巷1號	24.7912301	120.969735	0	1	0	8	1	5	40	11	9	1	5	4	5	7	4	4	10	5	5	2	11	2
2012	8	8	2	30	新竹市	新竹市1南大路523號	24.79484195	120.9652302				8			50															3
2012	8	7	14	57	新竹市	新竹市2經國路二段中正路路口	24.8142165	120.9640903	0	1	0	8	1	5	50	4	2	1	5	4	5	7	1	1	5	2	5	2	12	2
2012	8	13	15	45	新竹市	新竹市1大同路131號	24.806364	120.967224				8			50															3
2012	8	13	17	50	新竹市	新竹市1光復路二段388號	24.796938	120.997009	0	1	0	8	1	5	50	14	7	1	5	4	5	7	4	4	9	4	5	2	12	2
2012	8	13	18	30	新竹市	新竹市1中華路二段510號	24.8000818	120.9684894	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	13	2
2012	8	7	16	8	新竹市	新竹市2中正路186巷			0	1	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	12	2
2012	8	13	20	30	新竹市	新竹市2武陵路386號進防汛道路						8			50															3
2012	8	8	8	10	新竹市	新竹市3柴橋路東香路路口						8			50															3
2012	8	8	11	44	新竹市	新竹市3牛埔南路246巷11月1日號						8			40															3
2012	8	8	13	7	新竹市	新竹市1中華路二段739巷			0	1	0	8	1	5	50	4	1	1	5	1	5	7	1	1	10	5	5	2	16	2
2012	8	11	9	10	新竹市	新竹市2西大路北大路路口						8			50															3
2012	8	11	10	40	新竹市	新竹市1食品路綠水路路口			0	1	0	8	1	8	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	8	5	17	0	新竹市	新竹市1東門圓環萊爾富前						8			50															3
2012	8	11	15	20	新竹市	新竹市3中華路四段頂埔路路口對面			0	2	0	8	1	5	50	3	1	1	5	4	5	7	4	4	1	4	5	1	3	2
2012	8	6	17	38	新竹市	新竹市1中華路太原路路口			0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	11	2
2012	8	12	19	40	新竹市	新竹市1明湖路1050巷25號						8			50															3
2012	8	6	20	35	新竹市	新竹市1大同路東前街						8			50															3
2012	8	12	18	49	新竹市	新竹市2東大路四段榮濱路路口			0	1	0	6	3	5	50	3	1	1	4	4	5	7	1	1	10	5	5	2	16	2
2012	8	12	22	33	新竹市	新竹市1光復路二段建功路路口						8			50															3
2012	8	7	21	4	新竹市	新竹市1中華路二段火車站前						8			50															3
2012	8	8	18	12	新竹市	新竹市3西濱公路80.7K						8			50															3
2012	8	3	5	50	新竹市	新竹市1經國路一段442巷鐵道路路口	24.8147874	120.9808653				8			50															3
2012	8	4	14	45	新竹市	新竹市3中華路四段496號	24.79036	120.933353	0	1	0	8	1	5	50	14	7	1	5	4	5	7	4	4	1	4	4	2	16	2
2012	8	7	8	1	新竹市	新竹市3中華路四段250號	24.79472835	120.9478168	0	1	0	8	1	5	50	14	7	1	5	4	5	7	4	4	1	4	4	2	12	2
2012	8	14	7	19	新竹市	新竹市1光復路二段972號	24.803614	120.979524				8			50															3
2012	8	14	13	0	新竹市	新竹市2東大路三段539號	24.8403305	120.9375542				8			50															3
2012	8	14	10	20	新竹市	新竹市2東大路三段467巷中清一路路口	24.8395621	120.9388421	0	3	0	8	1	5	50	4	1	1	5	4	5	7	3	1	9	5	5	2	16	2
2012	8	14	8	57	新竹市	新竹市1東南街96巷	24.79832055	120.9730534	0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	8	14	9	26	新竹市	新竹市1光復路二段科學園路路口	24.7839343	121.0119006				8			50															3
2012	8	6	20	58	新竹市	新竹市1經國路一段362號	24.815089	120.98316				6			50															3
2012	8	3	13	26	新竹市	新竹市1客雅大道成德一街	24.7845673	120.9560656				8			50															3
2012	8	2	5	28	新竹市	新竹市2中正路經國路路口	24.8119989	120.9644536				6			50															3
2012	8	2	15	47	新竹市	新竹市1光復路二段建新路路口	24.7975598	120.995739				6			50															3
2012	8	2	20	55	新竹市	新竹市1金山10街37號	24.7764191	121.0219647				6			50															3
2012	8	9	7	57	新竹市	新竹市1金山19街28號	24.7765261	121.0252996				8			50															3
2012	8	9	11	40	新竹市	新竹市3中華路六段329-2號	24.7406401	120.909678				8			50															3
2012	8	12	17	0	新竹市	新竹市2西門街2號	24.8034821	120.966289	0	1	0	8	1	5	50	3	18	1	5	4	5	7	4	4	10	5	5	2	3	2
2012	8	13	9	0	新竹市	新竹市1大學路29號	24.7895293	121.0040859				8			50															3
2012	8	8	19	36	新竹市	新竹市3內湖路160巷口	24.74147825	120.9045096	0	3	0	8	4	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	3	2
2012	8	8	16	12	新竹市	新竹市1學府路365號	24.7986691	120.985967				8			50															3
2012	8	6	10	53	新竹市	新竹市1食品路134巷18號	24.798262	120.977051				8			40															3
2012	8	6	16	0	新竹市	新竹市1西大路254號	24.79951945	120.9675845				8			40															3
2012	8	7	7	20	新竹市	新竹市1關新路38號	24.7852579	121.0188736	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	1	17	2
2012	8	13	13	1	新竹市	新竹市1中華路一段267號旁停車場	24.8104845	120.9863029				8			40															3
