年	月	日	時	分	縣市	allLocation	GoogleLat	GoogleLng	死	受傷	2-30	天候	光線	道路類別	速限	道路型態	事故位置	路面鋪裝	路面狀態	路面缺陷	障礙物	視距	號誌種類	號誌動作	分向設施	快車道或一般車道間	快慢車道間	路面邊線	事故類型及型態	事故類別
2012	1	1	8	20	新竹市	新竹市1光復路一段311號	24.782285	121.018745				8			50															3
2012	1	1	11	50	新竹市	新竹市1公道五路二段345號	24.80357935	120.9961211				8			50															3
2012	1	1	15	52	新竹市	新竹市2西濱快速道路東大路口	24.8682845	120.9533929	0	2	0	7	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	1	1	2	46	新竹市	新竹市2北大路230號	24.8078131	120.964634				8			50															3
2012	1	1	18	58	新竹市	新竹市2西大路581號	24.809453	120.959526	0	1	0	7	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	16	2
2012	1	1	5	48	新竹市	新竹市3香北路大庄路路口	24.7911918	120.9265043	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	18	2
2012	1	1	22	4	新竹市	新竹市3中華路六段256巷	24.74265185	120.9081092	0	3	0	8	3	5	60	4	1	1	5	4	5	7	1	1	10	5	5	2	15	2
2012	1	2	9	25	新竹市	新竹市2東大路三段686號	24.83324075	120.9468056	0	0	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	12	3
2012	1	2	10	50	新竹市	新竹市3經國路三段牛埔路路口	24.7991891	120.9533827				8			50															3
2012	1	2	3	52	新竹市	新竹市3牛埔東路牛埔南路路口	24.7922354	120.9323808				8			50															3
2012	1	2	15	3	新竹市	新竹市3中華路五段664巷	24.7677206	120.9158014	0	2	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	1	2	21	45	新竹市	新竹市2中正路經國路路口	24.8119989	120.9644536				8			50															3
2012	1	2	20	32	新竹市	新竹市2經國路一段824號	24.8140991	120.968693				8			50															3
2012	1	2	19	52	新竹市	新竹市1明湖路436號	24.7845022	120.9674484				8			40															3
2012	1	1	14	55	新竹市	新竹市1光復路二段忠孝路路口	24.8001525	120.9896318	0	4	0	8	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	15	2
2012	1	2	22	2	新竹市	新竹市1中華路一段9號	24.818963	120.995719				8			50															3
2012	1	2	19	0	新竹市	新竹市2城北街73巷	24.8102286	120.9629201				8			50															3
2012	1	2	21	30	新竹市	新竹市1西大路186號	24.797621	120.969173	0	1	0	7	1	5	50	4	8	1	5	4	5	7	4	4	5	4	5	2	16	2
2012	1	3	4	0	新竹市	新竹市2仁德街18號	24.805912	120.964785	0	2	0	8	3	5	40	14	9	1	5	4	5	7	4	4	10	5	5	2	13	2
2012	1	2	17	30	新竹市	新竹市2竹光路398號附近慢車道	24.80985965	120.9553303	0	1	0	7	1	5	50	14	8	1	5	4	5	7	4	4	1	4	1	1	11	2
2012	1	3	7	21	新竹市	新竹市3元培街226-6號	24.787994	120.928589				8			50															3
2012	1	2	13	0	新竹市	新竹市3中華路六段799巷	24.7318662	120.9153228				8			50															3
2012	1	2	17	35	新竹市	新竹市1光復路一段30巷34號前	24.78189075	121.0250699				8			50															3
2012	1	2	18	30	新竹市	新竹市1建中路9巷口	25.036856	121.445335				8			50															3
2012	1	3	8	18	新竹市	新竹市3牛埔東路310號	24.7964959	120.9448446	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	16	2
2012	1	3	20	0	新竹市	新竹市1光復路一段310號	24.782805	121.019027							50															3
2012	1	2	18	21	新竹市	新竹市1公道五路海洋餐廳前	24.8150922	120.9852896				8			50															3
2012	1	3	9	26	新竹市	新竹市3中華路三段88號	24.796911	120.961387				8			50															3
2012	1	4	7	10	新竹市	新竹市2經國路二段中和路路口	24.802071	120.9546306				6			50															3
2012	1	4	8	30	新竹市	新竹市2崧嶺橋	24.79654665	120.9561181	0	1	0	6	1	5	50	8	9	1	4	4	5	7	4	4	5	5	5	2	1	2
2012	1	4	8	30	新竹市	新竹市3瑞光街遊樂街路口	24.793843	120.9245906				8			40															3
2012	1	4	10	20	新竹市	新竹市1公道五路二段東美路路口	24.801449	121.0005474				8			50															3
2012	1	4	12	0	新竹市	新竹市2中和路98號	24.801825	120.956007				8			50															3
2012	1	4	11	59	新竹市	新竹市3元培街277巷	24.7785021	120.93796	0	2	0	7	1	5	40	3	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	1	4	21	0	新竹市	新竹市3明湖路762號	24.7729067	120.9770276				8			50															3
2012	1	5	3	30	新竹市	新竹市1光復路一段關心路路口	24.7832442	121.0177491				6			50															3
2012	1	5	8	0	新竹市	新竹市1台68線科學園區匝道、經國橋路口	24.81913655	120.9956861				8			50															3
2012	1	4	16	10	新竹市	新竹市2中正路158號	24.8095863	120.9664756	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	17	2
2012	1	4	21	39	新竹市	新竹市1中華路二段信義街路口	24.8009351	120.9698904	0	1	0	7	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	4	14	30	新竹市	新竹市1東光路20號	24.80160725	120.9870464				8			50															3
2012	1	4	16	0	新竹市	新竹市2光華街光華一街路口	24.8174923	120.9732816				8			40															3
2012	1	4	16	50	新竹市	新竹市1中華路二段武昌街	24.8000749	120.9684946				8			50															3
2012	1	5	7	45	新竹市	新竹市2經國路二段316號	24.8085581	120.95874				6			50															3
2012	1	5	19	22	新竹市	新竹市1經國路一段254號	24.815545	120.985923				8			50															3
2012	1	4	14	36	新竹市	新竹市2北大路與演藝路口	24.8109645	120.969934				8			50															3
2012	1	4	17	26	新竹市	新竹市1食品路326巷22弄1號	24.7949501	120.970382				8			50															3
2012	1	5	22	23	新竹市	新竹市1光復路一段483號	24.784222	121.014599				8			50															3
2012	1	4	15	10	新竹市	新竹市2北大路317號	24.8059491	120.962251	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	4	4	5	2	18	2
2012	1	4	16	45	新竹市	新竹市2西濱快速道路榮濱路口	24.8682845	120.9533929	0	1	0	8	1	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	1	4	20	31	新竹市	新竹市1金山街15號	24.7763191	121.018009	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	5	4	2	16	2
2012	1	4	22	35	新竹市	新竹市1寶山路7號	24.7942971	120.973386				8			50															3
2012	1	5	9	30	新竹市	新竹市1光復路一段108巷28號	24.782253	121.023616	0	1	0	6	1	5	40	4	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	1	5	19	20	新竹市	新竹市1南大路579號	24.7889055	120.9667233	0	1	0	7	3	5	50	14	9	1	4	4	5	7	1	1	5	5	5	1	18	2
2012	1	6	1	5	新竹市	新竹市2崧嶺路57巷41號	24.793286	120.954794				6			50															3
2012	1	2	15	32	新竹市	新竹市2東大路二段184號	24.8165101	120.965484				8			50															3
2012	1	1	0	31	新竹市	新竹市1林森路301號	24.79823585	120.962975				8			50															3
2012	1	5	8	5	新竹市	新竹市1仁愛街二段東大路路口	24.8094724	120.9695861	0	2	0	6	1	5	50	5	1	1	4	4	5	7	1	1	10	5	5	2	9	2
2012	1	7	7	10	新竹市	新竹市2天府路150號	24.8363155	120.9398668	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	1	13	2
2012	1	5	12	51	新竹市	新竹市1竹市南大路33號	24.8027491	120.978165				6			40															3
2012	1	4	16	24	新竹市	新竹市2延平路一段312巷	24.80506925	120.9511663				8			50															3
2012	1	7	9	53	新竹市	新竹市1公道五路溪埔路路口	24.7983487	121.0086791				8			50															3
2012	1	7	9	55	新竹市	新竹市1中華路一段257-2號	24.8111542	120.9875644	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	1	13	2
2012	1	7	2	54	新竹市	新竹市2竹文街16巷口	24.831899	121.011524				8			40															3
2012	1	7	10	29	新竹市	新竹市2東大路三段493號	24.83324075	120.9468056				8			50															3
2012	1	7	15	2	新竹市	新竹市1埔頂路324號	24.79353725	121.0147574				8			50															3
2012	1	6	8	40	新竹市	新竹市1新莊街266巷36弄15號前	24.788201	121.019022				6			50															3
2012	1	7	18	10	新竹市	新竹市2東大路二段583號	24.8222791	120.958678	0	2	0	7	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	3	2
2012	1	1	10	35	新竹市	新竹市1光復路一段21號	24.781047	121.025887	0	1	0	8	1	5	50	3	1	1	5	4	5	7	3	1	10	5	5	2	12	2
2012	1	1	15	2	新竹市	新竹市3浸水南街156號	24.7958451	120.925075				8			50															3
2012	1	6	16	20	新竹市	新竹市2東大路3段77巷4號前	24.8319397	120.9515322				6			50															3
2012	1	6	17	50	新竹市	新竹市3中華路6段205巷口	24.7882139	120.9286821	0	1	0	6	3	5	60	3	1	1	4	4	5	7	1	1	10	5	5	2	3	2
2012	1	7	20	12	新竹市	新竹市2中正路電桿(吉羊高幹D9391-CE21)前	24.8214621	120.9520581	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	13	2
2012	1	1	15	45	新竹市	新竹市1中華路二段東大路口	24.8042903	120.9752282				8			50															3
2012	1	2	16	0	新竹市	新竹市2經國路二段254號	24.809535	120.960404	0	1	0	8	1	5	50	14	9	1	5	4	5	7	1	1	1	4	5	2	13	2
2012	1	6	14	10	新竹市	新竹市2西門街230號	24.7999211	120.960644				6			50															3
2012	1	6	15	53	新竹市	新竹市2中正路244號	24.81123965	120.9650413				6			50															3
2012	1	2	13	10	新竹市	新竹市1明湖路花園新城街口	24.7672024	120.9794822	0	1	0	8	1	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	16	2
2012	1	5	17	0	新竹市	新竹市2西大路648巷	24.808053	120.9611347				8			50															3
2012	1	6	11	35	新竹市	新竹市1中華路武昌街路口	30.569631	114.368146				6			50															3
2012	1	2	8	30	新竹市	新竹市3中華路六段香山引道	24.7354474	120.9129485				8			50															3
2012	1	7	18	0	新竹市	新竹市1光復路二段637號前8公尺處	24.8039111	120.978279				8			40															3
2012	1	4	8	58	新竹市	新竹市2竹市經國路延平路口	24.8047718	120.9556443				6			50															3
2012	1	4	14	59	新竹市	新竹市3竹市元培街306號	24.7883507	120.9286567				8			40															3
2012	1	5	8	9	新竹市	新竹市1竹市民生路211巷2弄7號	24.811445	120.974993				6			40															3
2012	1	5	14	18	新竹市	新竹市3竹市振興路83號	24.795085	120.961576				6			40															3
2012	1	5	18	38	新竹市	新竹市2竹市經國路2段354號	24.807956	120.957826				8			50															3
2012	1	7	7	0	新竹市	新竹市1竹市埔頂路245號	24.79452	121.011411				8			50															3
2012	1	7	9	55	新竹市	新竹市1竹市花園街51巷口	24.6909183	120.9406202				8			50															3
2012	1	7	12	9	新竹市	新竹市1竹市東西向快速道路	24.7964463	121.0102183				8			90															3
2012	1	5	11	11	新竹市	新竹市2中山路136號	24.804317	120.96459				6			50															3
2012	1	5	14	13	新竹市	新竹市3東香路電桿元培枝68	24.7768421	121.006254				6			40															3
2012	1	8	7	30	新竹市	新竹市1經國路民主路路口	24.8141071	120.9770615	0	1	0	7	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	17	2
2012	1	6	20	30	新竹市	新竹市2經國路二段354號	24.807956	120.957826	0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	1	4	4	2	17	2
2012	1	8	11	50	新竹市	新竹市2成德路97號	24.8937373	121.0271688				8			50															3
2012	1	8	11	37	新竹市	新竹市2光華南街18巷巷口	24.8234601	120.97591				8			40															3
2012	1	8	15	20	新竹市	新竹市1光復路二段200號	24.794252	121.000486				8			50															3
2012	1	8	19	0	新竹市	新竹市1介壽路			0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	1	4	5	2	12	2
2012	1	8	19	58	新竹市	新竹市3中華路四段411巷5弄1號						8			50															3
2012	1	8	17	30	新竹市	新竹市3中華路6段235-8號前	24.7532557	120.9101807				6			60															3
2012	1	8	19	15	新竹市	新竹市2延平路與西濱路口	24.821698	120.9270346	0	2	0	6	3	5	50	3	1	1	4	4	5	7	1	1	10	5	5	2	16	2
2012	1	9	3	37	新竹市	新竹市2竹市中山路西大路	24.7995148	120.9675768	0	0	0	8	3	5	50	4	1	1	5	4	5	7	3	1	10	5	5	1	15	3
2012	1	2	9	45	新竹市	新竹市2英明街10號	24.806783	120.967444				8			40															3
2012	1	3	8	35	新竹市	新竹市1東光路陸橋	24.8094904	120.9836405	0	1	0	8	1	5	50	14	8	1	5	4	5	7	4	4	5	5	4	2	2	2
2012	1	3	9	20	新竹市	新竹市1南門街137號	24.8030271	120.966508	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	8	2
2012	1	9	7	35	新竹市	新竹市1光復路一段574號	24.7893498	121.0073177				6			50															3
2012	1	8	9	52	新竹市	新竹市2延平路一段252號	24.8051191	120.952978				8			50															3
2012	1	9	11	51	新竹市	新竹市1光復路一段43號	24.781075	121.02521	0	1	0	7	1	5	50	14	9	1	5	4	5	7	3	1	5	4	5	2	13	2
2012	1	9	14	40	新竹市	新竹市1公道五路二段202號	24.8019741	121.0001719	0	0	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	4	2	13	3
2012	1	9	15	42	新竹市	新竹市1光復路一段656號						8			50															3
2012	1	9	19	12	新竹市	新竹市1中華路二段678號			0	3	0	8	3	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	5	12	55	新竹市	新竹市1大學路51巷15號						6			40															3
2012	1	9	15	20	新竹市	新竹市1中正路與中華路口									50															3
2012	1	9	17	30	新竹市	新竹市1中華路與經國路口						8			50															3
2012	1	9	19	24	新竹市	新竹市1學府路128號前						8			50															3
2012	1	9	21	30	新竹市	新竹市1光復路二段清大前						8			50															3
2012	1	9	23	48	新竹市	新竹市1明湖路客雅大道路口			0	1	0	8	3	5	40	14	13	1	5	4	5	7	4	4	5	5	5	1	17	2
2012	1	9	6	37	新竹市	新竹市1竹市千甲路343號						8			50															3
2012	1	9	23	27	新竹市	新竹市1竹市公道五路經國路	24.8150922	120.9852896				8			50															3
2012	1	9	18	24	新竹市	新竹市2湳雅街公道五路路口橋下	24.8235233	120.9787074				8			40															3
2012	1	1	12	30	新竹市	新竹市2東大路五段西濱路路口	24.8423748	120.9341485	0	1	0	7	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	1	1	14	20	新竹市	新竹市3中華路四段307號	24.79367205	120.9456054	0	2	0	7	1	5	50	14	9	1	5	4	5	7	4	4	1	4	4	2	13	2
2012	1	9	21	2	新竹市	新竹市2成功路192巷195號	24.8128535	120.9535042	1	0	0	8	3	5	40	14	9	1	5	4	5	7	4	4	10	5	5	2	26	1
2012	1	8	14	33	新竹市	新竹市3景觀大道電氣電箱EA2750號前約10公尺處	31.3512963	120.9811634	0	1	0	8	1	5	70	14	9	1	5	4	5	7	4	4	1	4	5	1	12	2
2012	1	8	17	27	新竹市	新竹市1慈雲路電氣設備E0085號前	24.7874802	121.0095148				8			40															3
2012	1	4	7	43	新竹市	新竹市1柴橋路國家藝術園區門口前	24.7681185	120.9634115				6			50															3
2012	1	4	17	5	新竹市	新竹市3牛埔南路牛埔東路路口						8			50															3
2012	1	5	14	34	新竹市	新竹市1西大路南大路路口						6			50															3
2012	1	5	16	29	新竹市	新竹市2光華一街61巷2號						8			50															3
2012	1	10	13	30	新竹市	新竹市2中正路174號						8			50															3
2012	1	10	7	16	新竹市	新竹市1中華路二段267號						8			50															3
2012	1	10	15	54	新竹市	新竹市1中華路二段東門街路口			0	1	0	8	1	5	50	14	9	1	5	4	5	7	1	1	5	4	5	2	13	2
2012	1	6	18	19	新竹市	新竹市1高峰路入山口(聖經書院旁)						6			50															3
2012	1	10	22	28	新竹市	新竹市1青峰路彎道			0	1	0	8	3	5	40	11	9	1	5	4	5	1	4	4	4	5	5	1	11	2
2012	1	10	18	58	新竹市	新竹市1食品路南大路口			0	1	0	8	3	5	50	4	18	1	5	4	5	7	2	1	10	5	5	2	3	2
2012	1	10	21	15	新竹市	新竹市1光復路二段426號						8			50															3
2012	1	2	17	50	新竹市	新竹市2府後街停車場旁						8			50															3
2012	1	10	22	20	新竹市	新竹市1高峰路496號						8			50															3
2012	1	2	10	40	新竹市	新竹市3景觀大道						8			70															3
2012	1	3	9	3	新竹市	新竹市2東大路延平路路口						8			50															3
2012	1	3	13	57	新竹市	新竹市1光復路一段112號						8			50															3
2012	1	9	11	0	新竹市	新竹市1光復路二段422號						8			50															3
2012	1	8	16	58	新竹市	新竹市1東門街民族路路口			0	2	0	7	3	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	1	6	8	28	新竹市	新竹市1中華路一段2巷61弄						6			50															3
2012	1	1	15	33	新竹市	新竹市1慈雲路埔頂一路路口						8			50															3
2012	1	6	8	50	新竹市	新竹市1中華路一段2巷109弄旁			0	2	0	6	1	5	50	14	9	1	4	4	5	7	4	4	10	5	5	1	13	2
2012	1	6	12	0	新竹市	新竹市1公園路近東光路橋						6			50															3
2012	1	1	20	8	新竹市	新竹市1建功一路47巷			0	1	0	8	3	5	50	3	2	1	5	4	5	7	4	4	5	4	5	1	18	2
2012	1	2	12	52	新竹市	新竹市1建華街26號			0	1	0	8	1	5	40	3	1	1	5	4	5	7	4	4	10	5	5	2	7	2
2012	1	7	2	45	新竹市	新竹市1高峰路172-2號						8			50															3
2012	1	7	12	23	新竹市	新竹市1民生路115號近中央路口						8			50															3
2012	1	5	7	45	新竹市	新竹市1經國路一段公道五路路口	24.8150922	120.9852896				6			50															3
2012	1	6	15	41	新竹市	新竹市2中正路361號	24.8148611	120.962054				6			50															3
2012	1	11	7	54	新竹市	新竹市1新莊街252號前	24.7884301	121.01824	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	13	2
2012	1	9	18	0	新竹市	新竹市1北大路54巷	24.81259	120.972334				8			50															3
2012	1	10	19	11	新竹市	新竹市1271號	24.81488335	120.9394568				8			50															3
2012	1	6	19	52	新竹市	新竹市2愛文街9號						6			50															3
2012	1	6	18	40	新竹市	新竹市3牛埔路413巷牛埔東路路口						6			50															3
2012	1	6	20	45	新竹市	新竹市2四維路138號						6			50															3
2012	1	6	22	39	新竹市	新竹市1光復路一段440號						6			50															3
2012	1	6	4	30	新竹市	新竹市1光復路二段912號(東大路橋上)			0	1	0	6	3	5	50	8	16	1	4	4	5	7	4	4	1	5	5	2	23	2
2012	1	5	10	54	新竹市	新竹市1中華路二段中正路路口						6			50															3
2012	1	5	14	30	新竹市	新竹市1經國橋上						6			50															3
2012	1	6	8	27	新竹市	新竹市2台68線快速道路往竹東方向6.8公里處						6			90															3
2012	1	9	21	17	新竹市	新竹市1西大路食品路路口						8			50															3
2012	1	6	10	59	新竹市	新竹市1光復路一段204號			0	1	0	6	1	5	50	3	1	1	4	4	5	7	4	4	10	4	5	2	16	2
2012	1	9	7	22	新竹市	新竹市2和平路115號近竹光路口						6			50															3
2012	1	9	11	12	新竹市	新竹市1建功一路14巷						8			50															3
2012	1	6	13	4	新竹市	新竹市1經國路一段自由路路口						6			50															3
2012	1	10	21	40	新竹市	新竹市2長安街100號						8			40															3
2012	1	10	23	40	新竹市	新竹市1埔頂路埔頂二路與慈祥路6巷			0	0	0	8	3	5	40	3	2	1	5	4	5	7	4	4	9	5	5	1	13	3
2012	1	11	16	1	新竹市	新竹市2西門街4號						8			40															3
2012	1	11	16	3	新竹市	新竹市2東大路二段232巷武陵路61巷口						8			50															3
2012	1	11	17	20	新竹市	新竹市2湳雅街311巷金竹路路口			0	1	0	7	3	5	40	5	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	11	18	33	新竹市	新竹市1民族路Jan-55號						8			50															3
2012	1	3	7	30	新竹市	新竹市1公道五路						8			50															3
2012	1	3	9	12	新竹市	新竹市1明湖路132號						8			50															3
2012	1	11	18	45	新竹市	新竹市2經國路二段延平路路口						8			50															3
2012	1	9	16	16	新竹市	新竹市3東香路一段上波彎道						8			50															3
2012	1	3	16	49	新竹市	新竹市3元培街香山國中						8			40															3
2012	1	3	17	15	新竹市	新竹市3玄奘路			0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	12	2
2012	1	6	17	46	新竹市	新竹市1經國路一段254號			0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	1	4	5	2	12	2
2012	1	4	19	30	新竹市	新竹市2民富街長和街路口			0	1	0	8	3	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	1	4	20	58	新竹市	新竹市2中山路320號	23.8548668	120.983603				8			50															3
2012	1	9	18	15	新竹市	新竹市3經國路三段92巷	24.7982434	120.9530141				8			50															3
2012	1	6	9	5	新竹市	新竹市1高峰路164巷口	24.77535785	120.9851769				8			50															3
2012	1	2	6	35	新竹市	新竹市1中華路三段10號	24.8155	120.994163				8			50															3
2012	1	2	9	26	新竹市	新竹市1溪埔路147號	24.81853775	120.9890287				8			50															3
2012	1	2	12	17	新竹市	新竹市1光復路一段158號	24.7817591	121.022847				8			50															3
2012	1	10	21	29	新竹市	新竹市1寶山路2號	24.79434485	120.9730693				8			50															3
2012	1	10	22	49	新竹市	新竹市2經國路東大路路口	24.8137323	120.9674304				8			50															3
2012	1	2	15	30	新竹市	新竹市2竹光路25巷2號	24.8141311	120.961135				8			40															3
2012	1	4	21	0	新竹市	新竹市1中正路252號						8			50															3
2012	1	4	22	10	新竹市	新竹市1東光路188巷24號						8			40															3
2012	1	5	20	46	新竹市	新竹市2中山路392號						8			50															3
2012	1	2	16	32	新竹市	新竹市2中華路二段482號			0	0	0	8	1	5	50	14	9	1	5	3	5	7	4	4	5	5	5	1	13	3
2012	1	5	15	55	新竹市	新竹市1民族路401號對面						8			50															3
2012	1	3	11	28	新竹市	新竹市1光復路一段574號						8			50															3
2012	1	5	18	53	新竹市	新竹市1公道五路二段360號						8			50															3
2012	1	3	13	9	新竹市	新竹市1金山街、金山七街口																								3
2012	1	5	19	48	新竹市	新竹市1慈雲路與埔頂二路口						8			50															3
2012	1	4	19	19	新竹市	新竹市3明湖路486巷口	24.7729067	120.9770276				8			50															3
2012	1	3	19	46	新竹市	新竹市1武昌街104號	24.8029971	120.967235	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	3	2
2012	1	5	14	18	新竹市	新竹市1民享街159巷	24.78086615	121.009411				8			50															3
2012	1	6	9	0	新竹市	新竹市2湳雅街77號	24.8188992	120.9718958				8			50															3
2012	1	5	5	25	新竹市	新竹市1寶山路高峰植物園門口51公尺前	23.8548668	120.983603	0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	1	4	5	2	18	2
2012	1	1	13	0	新竹市	新竹市2延平路一段317巷5弄2號	24.803131	120.94852	0	1	0	8	1	3	50	5	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	11	17	48	新竹市	新竹市3明湖路775巷口	24.7702698	120.9734533				8			50															3
2012	1	6	16	17	新竹市	新竹市2經國路、民生路口	24.8142127	120.9742827				8			50															3
2012	1	6	12	57	新竹市	新竹市2金竹路102巷	24.823446	120.9730991				8			50															3
2012	1	4	17	45	新竹市	新竹市2延平路一段214巷37號	24.806079	120.953652	0	1	0	8	4	5	50	14	9	1	5	4	5	7	4	4	10	4	5	2	12	2
2012	1	9	10	45	新竹市	新竹市1公道五路慈雲路	24.7960908	121.0131761				8			50															3
2012	1	9	11	43	新竹市	新竹市1公園路286號	24.8029421	120.97921				8			50															3
2012	1	9	14	40	新竹市	新竹市1高峰路386巷5號	24.779503	120.981228				8			50															3
2012	1	12	8	58	新竹市	新竹市2北新路經國路路口	24.8138877	120.9642847				6			50															3
2012	1	4	6	44	新竹市	新竹市2經國路二段493號	24.805587	120.956162	0	1	0	6	1	5	50	14	9	1	4	4	5	7	4	4	1	4	5	1	13	2
2012	1	12	15	5	新竹市	新竹市2延平路一段314巷34弄	24.805187	120.951109				8			50															3
2012	1	10	17	10	新竹市	新竹市3南大路30號	24.8030301	120.9781813																						3
2012	1	12	15	4	新竹市	新竹市1光復路一段49號	24.781077	121.025065	0	1	0	8	1	5	50	15	9	1	5	4	5	7	4	4	5	4	5	2	12	2
2012	1	12	17	40	新竹市	新竹市1公道五路(京元電子前)	24.8150922	120.9852896				8			50															3
2012	1	4	22	0	新竹市	新竹市1中正路402號						8			50															3
2012	1	12	18	27	新竹市	新竹市1經國路525號	24.8049291	120.955809				8			50															3
2012	1	6	18	1	新竹市	新竹市1光復路一段麥當勞前	24.7873656	121.0096554				6			50															3
2012	1	10	18	26	新竹市	新竹市1光復路二段120號	24.792879	121.002161				8			50															3
2012	1	5	5	50	新竹市	新竹市1南大路竹蓮街路口	24.7981942	120.9706866	0	1	0	6	3	5	50	5	1	1	4	4	5	7	3	1	10	5	5	2	16	2
2012	1	6	0	5	新竹市	新竹市1寶山路247號	23.8548668	120.983603				6			50															3
2012	1	6	15	20	新竹市	新竹市1東進路7號	24.807834	120.988215				6			50															3
2012	1	6	17	55	新竹市	新竹市1建功一路64號	24.7982751	120.997987				6			50															3
2012	1	11	14	10	新竹市	新竹市2西大路313號	24.801391	120.965889				8			50															3
2012	1	11	19	46	新竹市	新竹市1光復路一段354號	24.7831561	121.018265	0	1	0	8	3	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	1	7	13	28	新竹市	新竹市1民權路177號	24.80948445	120.973974				8			50															3
2012	1	12	18	30	新竹市	新竹市1光復路一段龍山公有停車場前	24.7924614	121.0067013	0	1	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	11	18	13	新竹市	新竹市2中山路大同路路口	24.34623015	120.6264257	0	2	0	7	3	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	15	2
2012	1	11	11	15	新竹市	新竹市3中華路四段牛埔南路路口	24.7887326	120.9300059				8			50															3
2012	1	11	11	13	新竹市	新竹市3中華路四段牛埔南路路口	24.7887326	120.9300059				8			50															3
2012	1	11	16	30	新竹市	新竹市1寶山路22號	24.7940026	120.9734669				8			50															3
2012	1	11	17	30	新竹市	新竹市3中華路六段677巷	24.7318662	120.9153228				8			50															3
2012	1	12	17	42	新竹市	新竹市1自由路60號	24.81204925	120.9816669				8			50															3
2012	1	12	20	54	新竹市	新竹市1埔頂路慈雲路路口	24.7929205	121.0125589				8			50															3
2012	1	12	23	13	新竹市	新竹市2鐵道路三段99號	24.81813245	120.9593904				8			50															3
2012	1	4	7	35	新竹市	新竹市1竹市光復路一段22號	24.8199233	121.0292367				8			50															3
2012	1	13	8	51	新竹市	新竹市1東大路一段21巷口	24.8257773	120.9653918	0	1	0	7	1	5	40	3	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	1	13	14	27	新竹市	新竹市2西大路民富國小前	24.8067092	120.9786378				8			50															3
2012	1	7	16	45	新竹市	新竹市3中華路五段589巷	24.7598773	120.9118169	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	1	10	10	30	新竹市	新竹市1南大路478號前	24.796518	120.96752	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	13	2
2012	1	12	17	15	新竹市	新竹市2水田街81號	24.81545	120.967617				8			50															3
2012	1	8	6	42	新竹市	新竹市1公道五路二段、國道一號北上匣道口	24.7983487	121.0086791	0	1	0	8	1	5	50	3	1	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	1	13	21	19	新竹市	新竹市1寶山路379巷	24.78832185	120.9824059				8			50															3
2012	1	4	19	14	新竹市	新竹市1光復路一段531巷72號	24.7831335	121.0125024				8			50															3
